,Customer_id,Product_id,Date,Gender,Template,Countries,Purchase,Marital,Age
167,37588,22424,1,F,2,Germany,no,divorced,56
168,29232,22783,12,M,1,United Kingdom,no,married,40
169,30495,22961,2,F,2,Portugal,no,divorced,54
170,17944,22960,5,F,2,United Kingdom,no,married,43
171,22488,22663,12,F,1,United Kingdom,no,married,36
172,2858,85049A,11,M,1,Germany,no,married,45
173,40815,22168,12,F,1,United Kingdom,no,single,42
174,12219,22662,7,F,1,United Kingdom,no,married,43
175,1613,84880,3,F,2,Italy,no,married,46
176,1755,85099C,12,F,2,United Kingdom,no,married,44
177,25298,85099B,9,F,1,Italy,no,single,51
178,12408,79321,5,F,2,Netherlands,no,married,28
179,35836,22780,7,F,2,Netherlands,no,married,37
180,21477,22779,12,F,2,Germany,no,married,34
181,27440,22466,12,M,1,United Kingdom,no,married,46
182,36259,21731,8,F,2,United Kingdom,yes,married,42
183,15692,21754,8,F,2,Spain,no,married,36
184,39440,21755,9,M,1,Germany,no,married,54
185,11450,21523,11,F,2,United Kingdom,no,married,57
186,35598,21363,1,M,2,Germany,no,married,51
187,14755,21411,10,F,1,United Kingdom,no,married,54
188,3243,22318,10,F,2,France,no,married,49
189,13270,22464,3,F,2,United Kingdom,no,married,34
190,34874,22915,12,F,2,Germany,no,married,41
191,17602,22922,3,F,1,France,no,single,38
192,15929,22969,12,F,2,Netherlands,no,divorced,45
193,36852,22923,11,F,2,Germany,no,married,42
194,22025,21115,10,F,2,Belgium,no,single,34
195,11614,22469,4,M,2,Spain,no,married,48
196,21156,22242,4,F,2,Belgium,no,married,37
197,18313,22941,12,F,2,Netherlands,no,single,34
198,7382,21622,12,M,2,France,no,married,40
199,2909,21791,6,F,1,France,no,married,43
200,16943,35004C,6,M,1,Germany,no,married,33
201,8595,35004G,10,F,2,United Kingdom,no,single,32
202,28951,85014B,2,F,1,United Kingdom,no,married,39
203,7146,85014A,10,F,1,Spain,no,married,43
204,11728,22193,3,F,1,Germany,no,married,44
205,26188,22726,7,,1,Spain,no,single,35
206,41011,22727,9,F,2,Germany,no,single,35
207,31529,22192,3,M,1,Netherlands,no,married,35
208,15749,22191,3,F,2,Netherlands,no,single,36
209,15456,22195,8,F,2,Germany,no,single,35
210,19019,22196,12,F,2,France,no,single,36
211,24026,22941,2,F,2,Germany,no,divorced,55
212,30127,22960,11,F,1,Germany,no,married,59
213,11513,22961,9,F,1,Netherlands,no,married,57
214,15528,22962,12,F,2,Spain,no,married,39
215,37400,22963,11,F,1,Germany,no,married,39
216,21381,22968,5,M,2,United Kingdom,no,single,30
217,18919,84970S,4,F,2,Germany,no,single,30
218,4518,22910,9,F,1,Netherlands,no,married,50
219,24864,20668,2,M,1,United Kingdom,no,married,40
220,1625,85123A,7,M,1,Netherlands,no,married,35
221,16102,22197,12,M,2,United Kingdom,no,married,43
222,19655,22198,5,F,2,Germany,no,single,36
223,16674,21533,9,F,2,Netherlands,no,married,46
224,20595,21080,6,F,2,Germany,no,married,40
225,38380,21094,12,M,1,Germany,no,married,58
226,32854,21086,12,F,2,Germany,no,married,42
227,2736,21786,9,F,2,Italy,no,single,35
228,10539,22654,12,F,1,United Kingdom,no,married,43
229,1863,21485,7,M,2,France,no,married,45
230,32564,84029G,2,F,1,Spain,no,married,39
231,7418,84030E,12,F,1,France,no,divorced,50
232,22770,22174,8,F,1,Belgium,no,divorced,32
233,17349,22969,6,M,2,France,no,married,39
234,38293,85099B,6,F,1,Spain,no,married,52
235,38283,22556,9,F,2,Germany,no,married,44
236,6990,21984,2,F,2,Germany,no,married,56
237,12658,21983,6,F,2,Spain,no,married,48
238,37752,21980,12,F,1,United Kingdom,no,married,33
239,33318,21484,6,F,1,Netherlands,no,married,43
240,14660,22557,9,F,2,United Kingdom,no,married,57
241,5597,22553,2,F,2,Germany,no,single,36
242,31232,22150,12,M,1,Italy,no,married,34
243,4259,22619,4,F,2,Spain,no,single,34
244,13817,21891,3,F,1,United Kingdom,no,married,30
245,27376,21889,11,F,1,France,no,divorced,33
246,12131,22827,11,F,1,Germany,no,single,32
247,27640,22127,8,F,2,Germany,no,single,36
248,38417,22128,2,,1,Netherlands,no,single,36
249,35929,22502,6,F,2,Belgium,no,single,33
250,6081,84879,4,F,2,France,no,divorced,40
251,23815,22338,4,F,2,United Kingdom,no,married,41
252,32692,22180,9,F,2,United Kingdom,no,married,51
253,39836,21506,9,F,2,Germany,no,married,36
254,1903,22633,7,M,2,Netherlands,no,married,28
255,26443,22866,11,F,1,France,no,married,53
256,8756,22865,8,F,1,Spain,no,married,58
257,19717,22632,3,F,2,France,no,married,45
258,20409,21485,2,F,1,Spain,no,married,43
259,40047,22349,11,F,1,United Kingdom,no,married,33
260,39649,22558,9,M,1,Germany,no,married,33
261,16148,85152,11,F,2,United Kingdom,no,single,27
262,36164,85123A,3,F,1,Italy,no,married,42
263,11077,22652,11,F,1,United Kingdom,no,divorced,43
264,10314,22188,2,F,1,Germany,no,married,42
265,7441,84879,2,F,2,United Kingdom,no,single,27
266,15515,21977,4,F,2,Netherlands,no,single,34
267,2854,84991,6,F,2,United Kingdom,no,single,31
268,22788,21212,2,M,2,,no,divorced,54
269,14037,21484,11,F,1,Netherlands,no,married,40
270,32441,21314,1,F,1,Germany,no,married,52
271,28210,22730,7,F,1,Germany,no,divorced,47
272,32471,22727,11,F,2,Germany,no,married,49
273,1869,22729,2,F,1,United Kingdom,no,single,32
274,18938,22726,9,F,2,France,no,single,49
275,34679,22114,12,F,1,Italy,no,married,50
276,12313,22867,10,M,1,Spain,no,married,34
277,37992,22866,11,M,2,Germany,no,married,55
278,38541,85123A,10,M,2,Spain,no,single,47
279,37402,71053,11,F,1,Germany,no,married,51
280,4924,84406B,3,F,2,Italy,no,married,47
281,9468,15056BL,5,F,1,United Kingdom,no,married,56
282,14622,20679,11,F,2,France,no,married,53
283,38818,37370,2,F,2,Spain,no,married,36
284,31822,21871,12,F,2,United Kingdom,no,divorced,42
285,4546,21071,12,F,1,Spain,no,divorced,44
286,28162,21068,3,M,1,Spain,yes,married,39
287,5484,82483,2,F,2,Germany,no,single,37
288,14530,82486,5,M,2,France,no,married,60
289,7513,82482,5,M,1,Germany,no,married,36
290,27061,82494L,10,F,2,United Kingdom,no,divorced,42
291,4059,84029G,12,F,1,United Kingdom,no,married,31
292,35756,84029E,12,F,2,Italy,no,divorced,53
293,9149,22752,11,M,1,Spain,no,married,45
294,2348,22803,11,M,1,Spain,no,single,37
295,16638,21730,11,M,2,Spain,no,married,47
296,16781,35004B,10,F,2,Italy,no,divorced,49
297,5335,35004C,11,M,2,United Kingdom,no,married,36
298,21931,21980,7,F,2,United Kingdom,no,divorced,35
299,3567,21844,5,F,1,United Kingdom,no,married,38
300,19623,22468,10,F,2,United Kingdom,no,single,38
301,34877,22637,3,F,1,Spain,no,divorced,50
302,25239,22752,8,F,1,United Kingdom,no,married,59
303,23045,48185,4,F,2,Germany,no,married,43
304,26713,22632,1,F,2,Spain,no,married,42
305,10452,22866,11,F,2,United Kingdom,no,married,40
306,8727,22865,12,F,2,Germany,no,married,46
307,34895,21232,5,F,2,Germany,no,divorced,57
308,9649,22064,12,F,1,Netherlands,no,married,42
309,5935,22449,6,F,2,Italy,no,married,41
310,36043,22114,6,F,1,United Kingdom,no,divorced,54
311,29817,22835,2,M,2,Spain,no,single,27
312,30054,22112,6,M,1,Netherlands,no,married,36
313,33452,21479,7,M,2,Spain,no,married,58
314,17718,22111,12,F,1,Italy,no,married,40
315,40283,22632,6,F,2,Belgium,no,single,34
316,14247,22633,2,F,2,Italy,no,divorced,33
317,2272,22969,9,F,2,Spain,no,married,56
318,34031,22110,11,F,2,United Kingdom,no,married,42
319,3142,22098,7,M,1,Netherlands,no,married,43
320,9790,22100,8,F,2,Germany,no,single,54
321,7395,22766,4,F,1,Spain,no,single,53
322,11943,22451,1,M,1,France,no,single,42
323,33252,22549,10,F,1,France,no,married,40
324,21140,84744,4,F,2,United Kingdom,no,married,54
325,31192,85049E,6,F,2,Spain,no,single,40
326,15257,21328,9,F,2,Netherlands,no,single,26
327,10530,22961,12,F,2,France,no,married,33
328,1896,17091A,10,F,2,Germany,no,married,35
329,7746,22473,4,F,2,Italy,no,married,36
330,22259,84509A,2,F,1,Germany,no,single,29
331,3623,84510A,5,F,2,Germany,no,married,36
332,1783,22767,4,F,2,France,no,married,35
333,35151,22768,2,M,2,France,no,single,50
334,15833,21463,2,F,1,Germany,no,married,46
335,39144,21464,11,F,2,United Kingdom,no,married,49
336,18712,20820,12,F,2,Spain,no,single,42
337,20239,85150,6,M,2,United Kingdom,no,single,36
338,14957,22117,12,F,1,Spain,no,married,55
339,14615,21169,8,F,1,United Kingdom,no,married,41
340,8515,48129,12,F,1,Germany,no,married,57
341,3773,82580,2,F,2,Germany,no,single,32
342,7589,82578,12,F,1,Netherlands,no,married,49
343,40413,82581,12,F,2,Italy,no,married,57
344,23735,22413,7,F,2,Spain,no,divorced,58
345,1895,21907,10,F,2,Spain,no,married,52
346,31304,22441,6,F,2,Spain,no,divorced,50
347,5455,21122,7,F,1,Spain,no,single,41
348,26550,22851,2,M,1,Italy,no,married,33
349,41139,84991,10,F,1,Italy,no,married,57
350,16859,22810,3,F,2,Belgium,no,married,48
351,24982,22809,11,F,1,Spain,no,married,55
352,14501,22435,11,F,1,Italy,no,married,38
353,24233,20966,3,F,1,France,no,married,38
354,12603,20963,4,M,1,Spain,no,married,53
355,28067,20961,12,F,2,United Kingdom,no,single,43
356,22213,22068,11,F,1,France,no,single,36
357,39438,21743,9,F,2,Germany,no,married,32
358,28871,21744,1,F,1,Germany,no,married,33
359,27470,84709B,2,M,2,France,no,married,58
360,26798,21592,6,F,2,United Kingdom,no,divorced,40
361,11344,21587,1,M,1,Spain,no,married,57
362,31551,20992,11,M,1,France,no,married,45
363,17524,22662,11,M,2,Netherlands,no,married,42
364,8938,85123A,7,M,2,France,no,married,46
365,5508,22804,4,M,1,Spain,no,married,36
366,29832,82483,10,F,2,Netherlands,no,married,41
367,23805,20749,11,M,1,Spain,no,divorced,57
368,12940,20725,11,F,2,United Kingdom,no,married,49
369,4884,22382,3,F,2,Italy,no,divorced,56
370,16362,20726,12,F,1,Netherlands,no,married,37
371,24426,22384,2,M,1,United Kingdom,no,married,37
372,18781,22467,5,M,1,Germany,no,single,46
373,18023,84625C,11,F,2,Netherlands,no,single,22
374,38038,84625A,10,F,1,Germany,no,married,43
375,26992,21108,9,F,2,Germany,no,married,49
376,12565,22848,11,F,2,Italy,no,married,41
377,27705,21033,11,F,2,Italy,no,single,38
378,30105,47570B,1,F,2,Germany,no,married,33
379,1217,84030E,4,F,1,Germany,no,married,49
380,21874,22428,12,F,2,France,no,single,30
381,19392,22502,12,M,2,United Kingdom,no,married,33
382,37461,22086,10,F,2,Spain,no,single,34
383,40415,22910,7,F,2,France,no,single,30
384,8336,22837,4,F,2,Spain,no,married,59
385,27799,22867,10,F,2,Spain,no,married,59
386,39239,POST,9,F,2,Germany,no,married,41
387,9478,22297,10,M,1,Netherlands,no,married,48
388,35161,22771,9,F,2,Netherlands,yes,single,28
389,18395,22772,11,M,1,Netherlands,yes,married,44
390,6045,22773,12,F,2,United Kingdom,no,unknown,59
391,26640,22805,5,M,2,Netherlands,no,married,50
392,22002,22469,11,F,1,Netherlands,no,married,35
393,21125,22197,10,F,1,Germany,no,married,42
394,12892,21125,6,F,2,Germany,no,married,45
395,17470,21126,1,F,2,Germany,no,married,36
396,2160,85049C,9,M,1,Germany,no,married,56
397,27862,85049D,9,M,2,Spain,no,divorced,29
398,37054,85049E,11,M,1,Spain,no,married,41
399,28138,85049G,11,F,1,Italy,no,married,42
400,26310,21061,4,F,1,United Kingdom,no,single,52
401,23252,21063,7,F,2,Germany,no,married,48
402,38955,21062,8,F,1,United Kingdom,no,married,31
403,7733,84380,8,M,1,Belgium,no,married,43
404,13615,84378,8,F,2,United Kingdom,no,married,36
405,5641,22964,8,F,2,United Kingdom,no,married,42
406,22520,21213,7,F,2,United Kingdom,no,divorced,52
407,958,22417,4,F,1,Italy,no,married,39
408,38010,21212,10,F,2,Spain,no,married,36
409,23342,84992,12,F,1,Germany,no,married,42
410,17435,21975,9,M,1,Italy,no,married,41
411,20578,22383,6,F,1,United Kingdom,no,married,55
412,13250,20728,10,F,2,Italy,no,married,30
413,40316,20727,9,F,1,Netherlands,no,unknown,57
414,40502,22296,11,M,2,United Kingdom,no,married,45
415,19996,20914,5,F,1,France,no,married,51
416,31353,85123A,5,F,1,United Kingdom,no,single,39
417,35323,71053,2,F,2,Germany,no,married,47
418,3540,84406B,1,F,2,France,no,married,27
419,35384,20679,3,F,1,Spain,no,single,34
420,38075,37370,11,F,2,France,no,married,57
421,9671,21871,1,F,2,Italy,no,married,43
422,11469,21071,5,F,2,Netherlands,no,married,49
423,22350,21068,2,M,2,Spain,no,married,39
424,2837,82483,11,F,1,Germany,no,married,38
425,1669,82486,12,F,1,Belgium,no,married,49
426,23271,82482,8,F,2,United Kingdom,no,married,58
427,33914,82494L,11,F,1,Netherlands,no,married,43
428,8727,84029G,10,F,2,United Kingdom,no,married,50
429,16117,84029E,12,M,2,Netherlands,no,married,31
430,22483,22752,8,F,1,Netherlands,no,divorced,43
431,37377,22803,9,F,1,Germany,no,married,43
432,30246,21730,10,M,2,Germany,no,single,30
433,33503,22632,11,F,2,Spain,no,single,27
434,19806,22633,2,F,1,Italy,no,married,51
435,1910,22537,1,F,1,Germany,no,married,37
436,2634,22533,9,M,1,Netherlands,no,married,46
437,26880,20982,11,F,1,Spain,no,married,35
438,38133,21832,8,F,1,Belgium,no,divorced,47
439,40904,21915,12,F,1,France,no,married,46
440,24203,21914,2,F,1,Belgium,no,married,40
441,31966,21544,6,F,2,France,no,married,26
442,19363,22813,6,F,1,France,no,divorced,32
443,15386,22114,2,F,1,Germany,no,married,45
444,14110,84029E,5,M,2,France,no,married,34
445,31513,21479,11,F,1,Netherlands,no,married,47
446,25935,22964,8,F,2,Italy,yes,married,42
447,29726,84375,10,F,1,France,no,married,57
448,32652,22418,6,F,1,France,no,married,57
449,34187,22178,5,F,2,Italy,no,married,38
450,9711,84970L,12,F,2,Spain,no,married,57
451,21845,21733,11,F,1,Netherlands,no,single,28
452,29361,22465,7,F,1,Germany,no,married,60
453,14490,84949,7,F,2,Italy,no,married,48
454,5157,20685,11,M,2,Italy,no,married,47
455,19220,48194,10,F,1,Netherlands,no,married,40
456,7895,22488,12,M,1,United Kingdom,no,married,51
457,29701,22219,5,F,2,Spain,no,single,48
458,1606,84879,11,F,1,United Kingdom,no,married,54
459,24905,21754,11,F,2,France,no,married,40
460,18054,21755,10,F,2,Germany,no,single,44
461,35114,22766,4,F,2,Italy,no,divorced,42
462,39754,22610,12,F,2,Italy,no,married,52
463,40474,22716,9,F,2,Germany,no,single,31
464,17716,22706,9,F,1,France,no,married,32
465,25592,22371,11,F,1,Spain,no,married,44
466,34640,85014B,3,M,2,United Kingdom,no,married,39
467,29299,85014A,5,M,1,Italy,no,married,57
468,6449,84997B,11,F,2,Italy,no,married,52
469,30489,21212,8,M,1,France,yes,married,42
470,762,21210,8,M,1,France,no,single,42
471,25061,22914,5,F,1,United Kingdom,no,married,43
472,21540,22553,12,F,1,United Kingdom,no,divorced,31
473,5318,16237,12,M,2,Netherlands,no,married,29
474,22616,22714,12,M,1,United Kingdom,no,divorced,57
475,21984,22812,7,M,1,Germany,no,married,44
476,25292,84347,6,F,2,Germany,no,married,59
477,20105,21587,3,F,2,Italy,no,married,39
478,13246,22736,4,F,1,Germany,no,married,57
479,39154,22492,11,F,1,Spain,no,married,41
480,37749,22620,6,F,2,Germany,no,single,37
481,757,22619,12,F,2,Germany,no,married,38
482,9193,21705,7,F,2,United Kingdom,no,married,42
483,29189,90199C,2,F,1,France,no,married,49
484,23442,21479,11,F,1,Germany,no,married,54
485,24881,22111,5,F,2,Italy,no,married,36
486,37285,22785,11,F,1,Italy,no,single,32
487,29336,22975,6,M,2,Netherlands,no,married,35
488,2313,22972,2,F,1,Germany,no,married,45
489,30923,22866,8,M,1,Belgium,no,married,56
490,33714,22568,12,F,2,United Kingdom,no,married,34
491,19748,85116,2,F,1,Germany,no,married,41
492,7195,22664,12,F,2,Germany,no,married,41
493,29588,21609,12,M,2,Germany,no,married,36
494,33051,21866,9,F,2,Italy,no,single,32
495,9509,20669,11,F,1,Italy,no,married,31
496,39463,90129F,2,F,1,Netherlands,no,married,38
497,34632,90210B,1,F,2,Spain,no,divorced,35
498,6560,90199C,3,F,2,United Kingdom,no,married,53
499,20739,21955,8,F,1,Netherlands,no,married,51
500,27843,72802C,1,F,1,Netherlands,no,married,56
501,6319,22109,3,F,2,United Kingdom,no,married,33
502,20097,85116,7,F,2,United Kingdom,no,married,33
503,26154,22531,11,F,1,Germany,no,divorced,51
504,33117,21811,7,F,2,Spain,yes,married,39
505,28772,22183,2,F,2,Spain,no,married,45
506,29395,21678,1,F,1,United Kingdom,no,single,40
507,5740,21676,8,F,2,United Kingdom,no,single,60
508,33176,84625A,7,F,2,Spain,no,married,33
509,9372,84625C,12,F,2,France,no,married,47
510,32097,21931,8,F,1,France,no,married,48
511,27859,85169B,8,F,1,Italy,no,married,43
512,14238,16238,2,F,1,United Kingdom,no,married,37
513,24886,20668,12,M,1,Germany,no,married,50
514,19242,84906,9,M,1,United Kingdom,no,married,59
515,12674,21867,2,M,1,Spain,no,married,32
516,18887,22075,9,M,2,Netherlands,no,single,42
517,22305,21866,2,F,1,France,no,married,52
518,22430,21326,12,F,2,Spain,no,married,42
519,32985,21065,10,M,2,Italy,no,married,42
520,16932,22074,6,F,1,United Kingdom,no,married,40
521,32104,22900,6,F,1,Spain,no,married,38
522,19594,20713,5,F,2,Germany,no,married,39
523,17356,20966,12,F,1,Italy,no,married,39
524,31456,21116,12,F,1,Netherlands,no,married,38
525,30704,90199C,9,F,2,Germany,no,single,47
526,17053,22633,2,M,1,Germany,no,single,30
527,14656,22866,12,F,2,Netherlands,no,divorced,38
528,23705,22198,4,F,2,Spain,no,divorced,39
529,2044,21824,12,F,1,Germany,no,married,44
530,1216,21823,1,F,1,Germany,no,married,36
531,5135,22153,12,F,1,Spain,no,married,41
532,26916,22197,5,F,1,Germany,no,married,41
533,6932,85099B,8,F,1,Spain,no,married,35
534,35195,85099F,2,F,2,France,no,married,41
535,997,20717,12,F,1,Spain,no,married,36
536,6848,20723,9,M,2,Germany,no,single,35
537,952,22900,12,F,1,France,no,single,33
538,10832,21980,11,F,1,Portugal,no,single,38
539,2224,22111,9,F,2,Italy,no,married,33
540,28230,22112,2,F,2,France,no,married,55
541,7498,20728,1,F,1,Germany,no,single,36
542,14182,22382,8,F,2,Spain,no,married,57
543,15709,22326,12,F,1,Spain,no,single,32
544,19208,22662,11,F,1,Spain,no,single,30
545,27926,22383,2,F,2,Netherlands,no,married,43
546,9652,20727,10,F,2,United Kingdom,no,married,46
547,12507,22328,7,F,2,Germany,no,divorced,35
548,16383,22327,3,M,2,Italy,no,single,34
549,31589,22630,4,M,1,United Kingdom,no,married,50
550,7544,22629,11,M,2,Germany,no,single,39
551,1769,21245,7,F,1,France,no,married,39
552,34523,21244,12,F,2,United Kingdom,no,married,42
553,25501,21242,6,F,1,Spain,no,married,57
554,13505,21243,10,M,1,Netherlands,no,married,45
